,genre,tempo,time sig,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,Artist,Track,preview
145,alt-rock,112.0,4,1,0.0793,0.533,0.985,0.671,0.209,-5.355,0.0678,0.632,Yo La Tengo,Ohm,
146,alt-rock,111.0,4,1,0.0168,0.552,0.774,0.0,0.0701,-9.106,0.0292,0.783,Bob Mould,See A Little Light,
147,alt-rock,144.0,4,1,4.14e-05,0.471,0.876,0.733,0.322,-10.627,0.0365,0.657,The Wedding Present,My Favourite Dress,
148,alt-rock,113.0,4,1,0.0589,0.415,0.884,0.848,0.287,-4.02,0.0513,0.622,The Thermals,The Howl Of The Winds,https://p.scdn.co/mp3-preview/9f4082516726e36851178ac2e19e2ecbbc616426?cid=5ec0c1e4fb5642debb818e2be13bd1e4
149,alt-rock,131.0,4,1,0.000378,0.562,0.931,0.0,0.273,-5.097,0.0515,0.79,Pearl Jam,Getaway,
150,alternative,137.0,4,1,0.000229,0.405,0.961,0.011,0.113,-3.562,0.0562,0.345,Moon Duo,Sleepwalker,
151,alternative,95.0,4,1,0.183,0.475,0.432,0.0,0.161,-7.844,0.0302,0.648,Green Day,Good Riddance (Time of Your Life),https://p.scdn.co/mp3-preview/e12bf548d4633c9877b3772493bf9a980511b926?cid=5ec0c1e4fb5642debb818e2be13bd1e4
152,alternative,120.0,4,1,0.0435,0.671,0.865,0.00559,0.237,-5.735,0.0472,0.865,Muse,Supermassive Black Hole,https://p.scdn.co/mp3-preview/8cdf1300f560885b9b8bca6990864ec7fd44f26d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
153,alternative,160.0,4,1,0.0663,0.402,0.723,2e-06,0.233,-5.26,0.0579,0.224,Thirty Seconds To Mars,This Is War,
154,alternative,97.0,4,0,0.00616,0.288,0.758,0.0,0.303,-5.692,0.0371,0.619,Arctic Monkeys,R U Mine?,
155,alternative,154.0,4,1,0.00182,0.515,0.864,7.32e-05,0.108,-5.384,0.0478,0.232,Incubus,Nice to Know You,https://p.scdn.co/mp3-preview/dbc461c32cdce3e605f1370fdc0ea88fdd7b67ce?cid=5ec0c1e4fb5642debb818e2be13bd1e4
156,alternative,118.0,4,1,0.00335,0.642,0.805,9.71e-05,0.0724,-5.68,0.0295,0.888,The Features,Another One,
157,alternative,126.0,4,1,0.0633,0.681,0.736,7.96e-06,0.0596,-6.269,0.0288,0.849,Foster The People,Waste,https://p.scdn.co/mp3-preview/18cd37a19d40ce831354b89ef66c86daf4df1b71?cid=5ec0c1e4fb5642debb818e2be13bd1e4
158,alternative,155.0,4,1,0.00289,0.525,0.846,1.45e-05,0.142,-5.893,0.0281,0.507,Pearl Jam,Sirens,
159,alternative,105.0,4,1,0.0501,0.362,0.749,0.269,0.152,-6.949,0.0427,0.223,Silversun Pickups,Bloody Mary (Nerve Endings),
160,alternative,120.0,4,1,0.000246,0.607,0.878,0.0,0.337,-4.422,0.0665,0.853,Bowling For Soup,1985,https://p.scdn.co/mp3-preview/ea21b1ec7b2a43314c27b9d603d68f1039640a2e?cid=5ec0c1e4fb5642debb818e2be13bd1e4
161,alternative,113.0,4,0,0.00161,0.339,0.932,0.000134,0.425,-3.424,0.0613,0.466,Rise Against,Savior,
162,alternative,140.0,3,0,0.00201,0.509,0.906,0.0,0.0957,-3.971,0.0498,0.541,Young the Giant,It's About Time,
163,alternative,124.0,4,0,0.15,0.695,0.615,0.000212,0.0879,-5.325,0.042,0.414,The Neighbourhood,Sweater Weather,https://p.scdn.co/mp3-preview/ff64df97746e9b97673169f97e0eb5045c552278?cid=5ec0c1e4fb5642debb818e2be13bd1e4
164,alternative,110.0,4,1,0.0046,0.496,0.863,0.0,0.639,-4.153,0.0381,0.243,Linkin Park,Numb,https://p.scdn.co/mp3-preview/e6ccf7717f8a167bfea4afc1bf7da1a0cd707fbb?cid=5ec0c1e4fb5642debb818e2be13bd1e4
165,alternative,123.0,4,1,0.0884,0.414,0.939,0.000612,0.81,-2.887,0.047,0.748,Franz Ferdinand,Do You Want To,
166,alternative,110.0,4,1,0.00407,0.571,0.708,0.0,0.125,-4.74,0.0329,0.398,Florence + The Machine,You've Got The Love,
167,alternative,166.0,4,1,0.00501,0.385,0.949,2.13e-06,0.113,-3.369,0.0459,0.517,The Bravery,Believe,
168,alternative,108.0,4,1,0.00138,0.514,0.751,0.0,0.145,-6.839,0.0294,0.465,Matchbox Twenty,3AM - 2007 Remaster,https://p.scdn.co/mp3-preview/dd26b97fa123cf65bab148b4078e3edb2c507ce3?cid=5ec0c1e4fb5642debb818e2be13bd1e4
169,alternative,110.0,4,1,0.0222,0.738,0.744,0.0,0.331,-4.757,0.042,0.556,Maroon 5,Payphone,
170,alternative,105.0,4,1,0.0133,0.695,0.814,0.0984,0.0601,-5.294,0.066,0.882,The Strokes,Machu Picchu,https://p.scdn.co/mp3-preview/e56f2519f27ed5ee107652e2a127eb90d9c864ab?cid=5ec0c1e4fb5642debb818e2be13bd1e4
171,alternative,130.0,4,1,0.0041,0.515,0.867,7.5e-06,0.076,-6.131,0.0391,0.134,Imagine Dragons,Cha-Ching (Till We Grow Older),
172,alternative,110.0,4,1,0.000372,0.615,0.657,0.0204,0.132,-6.873,0.029,0.792,Better Than Ezra,Good,https://p.scdn.co/mp3-preview/6bfc11277b363b5ebfefd33017d44a282ca97a63?cid=5ec0c1e4fb5642debb818e2be13bd1e4
173,alternative,166.0,4,0,0.119,0.659,0.727,0.00427,0.1,-8.638,0.0455,0.748,311,Amber,https://p.scdn.co/mp3-preview/45c9f2e372726deb5e8d3e39786de1a2e9f299f3?cid=5ec0c1e4fb5642debb818e2be13bd1e4
174,alternative,150.0,4,1,0.00087,0.475,0.644,0.279,0.123,-7.782,0.0326,0.568,Kings of Leon,Temple,https://p.scdn.co/mp3-preview/ecdaa31bc75af86262c542eeeeed3fdc79aeda57?cid=5ec0c1e4fb5642debb818e2be13bd1e4
175,alternative,118.0,4,0,0.00242,0.585,0.842,0.00686,0.0866,-5.883,0.0556,0.428,Muse,Time is Running Out,https://p.scdn.co/mp3-preview/b326e03624cb098d8387e17aa46669edac0d025a?cid=5ec0c1e4fb5642debb818e2be13bd1e4
176,alternative,127.0,4,1,0.0438,0.629,0.809,0.714,0.115,-4.886,0.0466,0.333,Silversun Pickups,Lazy Eye,
177,alternative,126.0,4,0,0.0426,0.761,0.735,0.0838,0.0917,-8.171,0.043,0.592,Cake,Never There,https://p.scdn.co/mp3-preview/a551f1b50022ab25879814abf8c09c553c7fd238?cid=5ec0c1e4fb5642debb818e2be13bd1e4
178,alternative,101.0,4,0,0.0604,0.526,0.894,1.33e-06,0.582,-5.407,0.0543,0.653,Kasabian,Underdog,https://p.scdn.co/mp3-preview/386dae4ac6742702ea987a3798bae6c4036d0b55?cid=5ec0c1e4fb5642debb818e2be13bd1e4
179,alternative,186.0,3,1,0.506,0.136,0.445,2.44e-06,0.163,-6.818,0.0327,0.192,Sharon Van Etten,Leonard,
180,alternative,145.0,4,0,0.0021,0.423,0.954,0.0,0.177,-3.157,0.047,0.5,Stone Temple Pilots,Plush,https://p.scdn.co/mp3-preview/07a93f3d46460d4d11a6365c755d1d607ed6e6d3?cid=5ec0c1e4fb5642debb818e2be13bd1e4
181,alternative,130.0,4,0,0.352,0.713,0.554,0.00418,0.65,-10.642,0.0829,0.309,Born Gold,I: Ferocious Body,https://p.scdn.co/mp3-preview/366acdbc641cfbfd8f975dd506538ebcb8afd10e?cid=5ec0c1e4fb5642debb818e2be13bd1e4
182,alternative,131.0,4,0,0.0149,0.723,0.737,0.00232,0.652,-6.709,0.0456,0.696,Gotye,Easy Way Out,
183,alternative,123.0,4,1,0.0189,0.55,0.574,0.568,0.109,-7.427,0.0341,0.346,The Temper Trap,Love Lost,https://p.scdn.co/mp3-preview/6bbbc7b53b9677075946b4737b85d8212bc1d116?cid=5ec0c1e4fb5642debb818e2be13bd1e4
184,alternative,134.0,4,0,0.084,0.506,0.959,0.000655,0.135,-5.264,0.102,0.34,Woodkid,Run Boy Run,
185,alternative,116.0,4,0,0.0426,0.794,0.811,1.07e-06,0.101,-8.966,0.038,0.862,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,https://p.scdn.co/mp3-preview/92d40a2ae211cceb264e9ee1e67fe05f4d788200?cid=5ec0c1e4fb5642debb818e2be13bd1e4
186,alternative,93.0,4,0,0.392,0.682,0.592,7.11e-05,0.135,-7.225,0.0439,0.772,Body Language,I'm a Mess,https://p.scdn.co/mp3-preview/53d0b6f53c7438914d3a8775d1a01c144dd3b4d7?cid=5ec0c1e4fb5642debb818e2be13bd1e4
187,alternative,128.0,4,0,0.00246,0.524,0.841,0.00128,0.289,-5.039,0.0404,0.247,Peace,Bloodshake,https://p.scdn.co/mp3-preview/c013d94047a3b3b3880143d058531938913f25c1?cid=5ec0c1e4fb5642debb818e2be13bd1e4
188,alternative,104.0,4,1,0.000169,0.424,0.934,0.00308,0.159,-3.128,0.053,0.641,The Vaccines,Teenage Icon,
189,alternative,117.0,4,0,0.0173,0.316,0.803,0.166,0.36,-7.143,0.0543,0.308,Of Monsters and Men,Slow And Steady,
190,alternative,105.0,4,0,0.0182,0.507,0.729,1.4e-06,0.0658,-5.399,0.0393,0.272,M83,Midnight City,
191,alternative,156.0,3,0,0.00133,0.291,0.79,5.61e-06,0.0811,-5.683,0.0363,0.513,The Goo Goo Dolls,Iris,https://p.scdn.co/mp3-preview/956923574bf91206435e9774d13f6dd775a49cab?cid=5ec0c1e4fb5642debb818e2be13bd1e4
192,alternative,169.0,4,1,0.00141,0.297,0.989,0.000167,0.0911,-4.945,0.111,0.323,Stone Temple Pilots,Vasoline,https://p.scdn.co/mp3-preview/8c273e4dd0b7895dcd8a7c060a58161e96c9607b?cid=5ec0c1e4fb5642debb818e2be13bd1e4
193,alternative,107.0,4,1,0.0688,0.686,0.885,0.0969,0.19,-5.966,0.027,0.747,Tennis,Petition,
194,alternative,156.0,4,1,0.00155,0.572,0.912,1.2e-06,0.102,-4.875,0.0707,0.606,Panic! At The Disco,This Is Gospel,https://p.scdn.co/mp3-preview/bcb98f7e8f0c78c5ad2bff0b10be97aa82453bee?cid=5ec0c1e4fb5642debb818e2be13bd1e4
195,alternative,190.0,4,1,0.00266,0.456,0.891,7.99e-06,0.281,-7.004,0.106,0.385,Bleachers,I Wanna Get Better,https://p.scdn.co/mp3-preview/b8a0a0e4d97ae2c5aa73761516751680079458c0?cid=5ec0c1e4fb5642debb818e2be13bd1e4
196,alternative,90.0,4,1,0.00228,0.396,0.817,0.00417,0.372,-7.282,0.045,0.0992,Live,I Alone,
197,alternative,162.0,4,1,0.0364,0.579,0.861,0.00796,0.403,-5.542,0.0467,0.78,Ra Ra Riot,Boy,
198,alternative,150.0,4,0,0.000156,0.591,0.939,0.0111,0.0882,-4.911,0.0533,0.856,Bloc Party,Banquet,
199,alternative,97.0,4,1,0.219,0.701,0.261,0.0,0.0821,-19.846,0.0938,0.89,Violent Femmes,Blister in the Sun - 2002 Remastered Version,
300,black-metal,112.0,4,1,5.59e-06,0.472,0.973,0.944,0.0827,-6.385,0.0415,0.117,Satyricon,Last Man Standing,https://p.scdn.co/mp3-preview/26e04233cef6ef8a0d97bf94a83a1369cc2992a4?cid=5ec0c1e4fb5642debb818e2be13bd1e4
301,black-metal,150.0,4,1,1.83e-06,0.122,0.963,0.896,0.146,-8.208,0.0641,0.0676,Mayhem,Pagan Fears,
302,black-metal,125.0,4,0,1.49e-05,0.169,0.817,0.532,0.174,-5.42,0.0602,0.0902,Negură Bunget,De Piatra,
303,black-metal,149.0,4,0,0.000145,0.128,0.881,0.00079,0.189,-7.292,0.0684,0.162,Dimmu Borgir,Hunnerkongens Sorgsvarte Ferd Over Steppene,
304,black-metal,121.0,4,1,0.00588,0.173,0.872,0.709,0.543,-5.62,0.0605,0.0361,Taake,Hordalands Doedskvad part V,
305,black-metal,119.0,4,0,1.24e-05,0.227,0.766,0.875,0.367,-13.315,0.0497,0.111,Burzum,Spell of Destruction,https://p.scdn.co/mp3-preview/113f8283eabb669bcdf5d29339d9715cbb25c03f?cid=5ec0c1e4fb5642debb818e2be13bd1e4
306,black-metal,178.0,4,1,9.14e-05,0.0884,0.864,0.392,0.194,-5.606,0.103,0.0383,Enslaved,Storre Enn Tid,https://p.scdn.co/mp3-preview/5ccff9d0f61697bb7293ca169f0f68f52f45138b?cid=5ec0c1e4fb5642debb818e2be13bd1e4
307,black-metal,90.0,4,1,1.09e-06,0.0993,0.883,0.933,0.377,-5.575,0.0766,0.0441,Mayhem,I Am Thy Labyrinth,https://p.scdn.co/mp3-preview/793feb8887c8330dad214978d098b1841565b6ad?cid=5ec0c1e4fb5642debb818e2be13bd1e4
308,black-metal,141.0,4,0,0.00622,0.333,0.969,0.821,0.648,-9.163,0.0603,0.199,Windir,Sognariket Sine Krigarar,
309,black-metal,107.0,4,1,1.89e-05,0.196,0.975,0.727,0.064,-7.603,0.197,0.0689,Satyricon,The Dawn of a New Age,
310,black-metal,98.0,4,1,1.59e-06,0.183,0.781,0.913,0.285,-7.343,0.0473,0.273,Bathory,Sacrifice,
311,black-metal,104.0,4,1,0.85,0.181,0.576,0.917,0.113,-24.685,0.412,0.809,Immortal,Intro,https://p.scdn.co/mp3-preview/efce6801828fba0cfea3653dd1ce6e42212b146d?cid=5ec0c1e4fb5642debb818e2be13bd1e4
312,black-metal,140.0,4,1,1.47e-05,0.146,0.874,0.906,0.455,-7.114,0.0669,0.126,Watain,Kiss of Death,
313,black-metal,136.0,4,1,0.000178,0.152,0.847,0.86,0.179,-11.528,0.0648,0.0546,Burzum,Feeble Screams from Forests Unknown,https://p.scdn.co/mp3-preview/766c1ecd8ad7f67c8e9aa56d2e806b7bc7ba3ce7?cid=5ec0c1e4fb5642debb818e2be13bd1e4
314,black-metal,164.0,4,1,1.75e-05,0.37,0.935,0.563,0.0822,-4.433,0.0736,0.477,Dissection,Starless Aeon,
315,black-metal,82.0,5,0,6.94e-05,0.0813,0.949,0.16,0.0885,-5.435,0.0623,0.155,Enslaved,Ridicule Swarm,https://p.scdn.co/mp3-preview/65879ef502448259b2baee9bb08e2462055c3949?cid=5ec0c1e4fb5642debb818e2be13bd1e4
316,black-metal,97.0,3,0,7.99e-06,0.128,0.81,0.918,0.127,-6.194,0.0713,0.145,Windir,On The Mountain Of Goats,
317,black-metal,112.0,4,0,1.03e-06,0.163,0.969,0.0236,0.0485,-3.602,0.0775,0.071,Watain,Devil's Blood,
318,black-metal,162.0,3,0,2.65e-05,0.252,0.996,0.593,0.701,-4.375,0.175,0.0307,Taake,Fra vadested til vaandesmed,
319,black-metal,144.0,4,1,2.48e-06,0.17,0.98,0.852,0.515,-12.697,0.0652,0.0504,Gorgoroth,Begravelsesnatt,
320,black-metal,109.0,3,1,1.73e-05,0.173,0.971,0.311,0.379,-5.195,0.136,0.0583,Dimmu Borgir,The Foreshadowing Furnace,
321,black-metal,103.0,4,1,0.00362,0.143,0.939,0.823,0.385,-5.69,0.0953,0.0349,Emperor,The Majesty Of The Night Sky,
322,black-metal,114.0,4,1,1.38e-05,0.239,0.74,0.904,0.133,-8.193,0.0415,0.36,Carpathian Forest,A World of Bones,
323,black-metal,91.0,3,1,0.00182,0.0995,0.235,0.913,0.202,-11.963,0.0374,0.354,Burzum,Dominus Sathanas,https://p.scdn.co/mp3-preview/815b1b5bda09891066589e06f56d955ec3564aca?cid=5ec0c1e4fb5642debb818e2be13bd1e4
324,black-metal,137.0,4,0,0.00395,0.149,0.738,0.000179,0.122,-5.273,0.051,0.276,Darkthrone,Quintessence,
325,black-metal,180.0,3,0,1.66e-06,0.151,0.96,0.862,0.16,-4.986,0.0727,0.19,Dimmu Borgir,Broderskapets Ring,
326,black-metal,101.0,4,1,0.835,0.208,0.417,0.827,0.109,-15.329,0.043,0.0615,Marduk,1651,
327,black-metal,167.0,5,0,0.366,0.141,0.992,0.0946,0.863,-11.292,0.885,0.219,Bathory,Heimfard,
328,black-metal,100.0,4,1,2.84e-06,0.151,0.711,0.671,0.283,-7.448,0.0418,0.207,Carpathian Forest,Death Triumphant,
329,black-metal,128.0,4,1,6.36e-05,0.174,0.993,0.909,0.612,-7.114,0.127,0.0352,Gorgoroth,Profetens Åpenbaring,
330,black-metal,162.0,4,1,0.000283,0.148,0.967,0.676,0.471,-11.273,0.104,0.0387,Satyricon,Skyggedans,
331,black-metal,160.0,4,1,1.74e-06,0.286,0.917,0.783,0.148,-5.219,0.0564,0.053,Burzum,vi. Keilohesten,https://p.scdn.co/mp3-preview/8817a9c3d9dd9a830a13aae7b81a170ea4b85d4f?cid=5ec0c1e4fb5642debb818e2be13bd1e4
332,black-metal,110.0,4,0,6.17e-05,0.159,0.525,0.00708,0.106,-4.984,0.0512,0.544,Isengard,I Kamp Med Kvitekrist,
333,black-metal,167.0,4,1,2.73e-06,0.262,0.966,0.944,0.294,-5.484,0.0877,0.172,Watain,Reaping Death,
334,black-metal,104.0,4,0,1.4e-06,0.285,0.769,0.805,0.143,-6.683,0.0522,0.256,1349,Demonoir,
335,black-metal,120.0,4,1,2.97e-06,0.231,0.951,0.81,0.374,-6.1,0.114,0.213,Bathory,Nordland,
336,black-metal,106.0,4,1,1.48e-06,0.263,0.929,0.805,0.551,-6.096,0.0959,0.0485,Gorgoroth,Untamed Forces,
337,black-metal,107.0,4,0,0.000632,0.151,0.965,0.0,0.071,-2.139,0.0868,0.176,Burzum,Joln,https://p.scdn.co/mp3-preview/ce1ca601e5f949002b2fb858bab8058f837b14b6?cid=5ec0c1e4fb5642debb818e2be13bd1e4
338,black-metal,90.0,4,1,4.32e-06,0.113,0.963,0.825,0.143,-7.64,0.108,0.0608,Immortal,Antarctica,
339,black-metal,162.0,3,0,8.13e-06,0.0935,0.964,0.865,0.248,-6.548,0.0818,0.0385,Emperor,Cosmic Keys To My Creations And Times,
340,black-metal,163.0,5,1,0.986,0.163,0.441,0.767,0.0989,-7.782,0.0351,0.035,Darkthrone,Sno Og Granskog,
341,black-metal,127.0,1,0,1.79e-06,0.189,0.996,0.358,0.606,-3.878,0.0842,0.0859,Marduk,Through The Belly Of Damnation,
342,black-metal,121.0,4,0,3.98e-06,0.175,0.811,0.888,0.16,-7.644,0.0587,0.139,Carpathian Forest,Lunar Nights,
343,black-metal,91.0,4,1,0.000357,0.171,0.906,0.252,0.884,-6.613,0.103,0.0673,Satyricon,Mother North - Live from Gjallarhorn; CD Version,https://p.scdn.co/mp3-preview/d1432413f3dfff8a18036e3855475d154b224336?cid=5ec0c1e4fb5642debb818e2be13bd1e4
344,black-metal,78.0,1,1,2.71e-05,0.1,0.991,0.797,0.318,-3.607,0.209,0.108,1349,Beyond The Apocalypse,
345,black-metal,160.0,4,1,1.06e-05,0.386,0.983,0.117,0.115,-4.744,0.0623,0.381,Burzum,v. Sverddans,https://p.scdn.co/mp3-preview/8595ce1f6d82d1c903b8b7bc743c0e23112651ff?cid=5ec0c1e4fb5642debb818e2be13bd1e4
346,black-metal,139.0,4,0,0.00011,0.164,0.953,0.238,0.0501,-6.215,0.0655,0.191,Darkthrone,Inn I De Dype Skogens Fabn,
347,black-metal,139.0,5,1,7.68e-05,0.141,0.938,0.879,0.434,-4.221,0.065,0.0359,Emperor,Ye Entrancepmerium,
348,black-metal,109.0,4,0,3.82e-05,0.573,0.86,0.114,0.0881,-4.743,0.0312,0.655,Dissection,Maha-kali,
349,black-metal,132.0,4,1,2.09e-06,0.438,0.984,0.799,0.0559,-6.856,0.0667,0.28,Satyricon,A New Enemy,
350,bluegrass,152.0,4,1,0.958,0.332,0.384,0.904,0.107,-15.529,0.0378,0.316,Chris Thile,The Beekeeper,
351,bluegrass,111.0,4,1,0.185,0.535,0.733,0.0,0.924,-7.295,0.0286,0.782,Yonder Mountain String Band,Long Time,
352,bluegrass,81.0,4,0,0.76,0.615,0.315,0.00393,0.109,-11.851,0.0308,0.283,The Infamous Stringdusters,All The Same,
353,bluegrass,88.0,3,1,0.473,0.565,0.395,0.204,0.283,-8.89,0.0247,0.303,Pickin' On Series,Seven Bridges Road - Bluegrass Tribute to the Eagles,
354,bluegrass,91.0,4,0,0.0542,0.562,0.645,0.000152,0.192,-8.923,0.0277,0.854,Alison Krauss & Union Station,On The Outside Looking In,
355,bluegrass,154.0,4,1,0.713,0.591,0.411,0.0,0.115,-7.496,0.0299,0.454,The Avett Brothers,The Weight of Lies,
356,bluegrass,122.0,4,1,0.317,0.522,0.854,0.0425,0.124,-4.009,0.0366,0.91,The Steeldrivers,The Reckless Side Of Me,
357,bluegrass,112.0,4,1,0.816,0.575,0.417,0.0164,0.152,-14.831,0.0297,0.732,Lester Flatt,Why Don't You Tell Me So?,
358,bluegrass,133.0,4,1,0.21,0.671,0.827,0.00287,0.198,-5.704,0.0349,0.931,Railroad Earth,Like A Buddha,
359,bluegrass,117.0,4,0,0.0606,0.407,0.602,0.00602,0.353,-8.194,0.0449,0.333,Mumford & Sons,Dust Bowl Dance,
360,bluegrass,135.0,4,1,0.27,0.425,0.887,0.973,0.207,-8.117,0.0358,0.966,Flatt & Scruggs,Cripple Creek,https://p.scdn.co/mp3-preview/f7e673eff8e427ed38bf8c5d97259e344f061d3a?cid=5ec0c1e4fb5642debb818e2be13bd1e4
361,bluegrass,105.0,4,1,0.655,0.66,0.585,0.0,0.11,-7.375,0.0339,0.542,The Infamous Stringdusters,Tragic Life,
362,bluegrass,101.0,4,1,0.795,0.59,0.422,0.00127,0.102,-9.758,0.0404,0.492,Crooked Still,You Got The Silver,
363,bluegrass,108.0,3,1,0.927,0.69,0.288,0.0218,0.0863,-13.104,0.0352,0.852,Lester Flatt & Earl Scruggs And The Stanley Brothers,The Rambler's Blues,https://p.scdn.co/mp3-preview/c942a48af2d882ff24d5b1080f975932255a8d77?cid=5ec0c1e4fb5642debb818e2be13bd1e4
364,bluegrass,128.0,4,1,0.848,0.489,0.124,0.0,0.089,-14.855,0.0469,0.183,Nickel Creek,Brand New Sidewalk,
365,bluegrass,125.0,3,1,0.846,0.55,0.362,0.0,0.153,-7.335,0.0287,0.442,The Steeldrivers,Lonesome Goodbye,
366,bluegrass,162.0,4,1,0.0602,0.427,0.689,0.00239,0.1,-5.958,0.0371,0.724,The Infamous Stringdusters,When The Night Comes Around,https://p.scdn.co/mp3-preview/b9bc6e41187c55d6e60668c7efb46c954ff5cd7a?cid=5ec0c1e4fb5642debb818e2be13bd1e4
367,bluegrass,112.0,4,1,0.556,0.635,0.605,3.81e-05,0.13,-8.873,0.0299,0.853,Ricky Skaggs,Little Cabin Home On The Hill,
368,bluegrass,106.0,4,1,0.922,0.632,0.254,9.06e-05,0.13,-10.898,0.0338,0.232,The Avett Brothers,Murder in the City,
369,bluegrass,104.0,3,1,0.839,0.437,0.322,0.00016,0.117,-10.751,0.0315,0.464,Bill Monroe & His Blue Grass Boys,Kentucky Waltz,https://p.scdn.co/mp3-preview/fac7fcce68e81fa26a40b1e333e6e1a67a6a2ea8?cid=5ec0c1e4fb5642debb818e2be13bd1e4
370,bluegrass,149.0,4,0,0.808,0.468,0.547,1.47e-05,0.97,-9.268,0.04,0.852,The Devil Makes Three,Tow,
371,bluegrass,80.0,4,1,0.804,0.558,0.3,0.0,0.101,-11.317,0.027,0.244,Alison Krauss & Union Station,My Opening Farewell,
372,bluegrass,153.0,4,1,0.512,0.468,0.586,0.000324,0.0997,-9.616,0.0307,0.398,Alison Krauss,Simple Love,
373,bluegrass,112.0,4,1,0.887,0.654,0.29,0.775,0.0881,-14.023,0.0595,0.265,Yo-Yo Ma,Goat Rodeo,
374,bluegrass,168.0,4,1,0.41,0.39,0.915,0.959,0.156,-5.528,0.0369,0.948,Trampled by Turtles,Risk,https://p.scdn.co/mp3-preview/d3027b82be83b22588f70e45bd7ffe7eb2dacfcf?cid=5ec0c1e4fb5642debb818e2be13bd1e4
375,bluegrass,157.0,4,1,0.342,0.447,0.904,0.00334,0.538,-6.066,0.0513,0.577,Yonder Mountain String Band,Sideshow Blues,
376,bluegrass,114.0,4,1,0.573,0.594,0.508,0.000353,0.26,-9.962,0.0275,0.678,Nickel Creek,21st of May,https://p.scdn.co/mp3-preview/a876f720784dcc7b06456165cfb96a35fd516ccf?cid=5ec0c1e4fb5642debb818e2be13bd1e4
377,bluegrass,166.0,4,0,0.719,0.589,0.518,0.0,0.326,-8.669,0.152,0.788,Old Crow Medicine Show,Tell It To Me,https://p.scdn.co/mp3-preview/6c88b506a0191fe02dd5ed488b8189e0bf20f25f?cid=5ec0c1e4fb5642debb818e2be13bd1e4
378,bluegrass,120.0,4,1,0.331,0.708,0.682,0.0166,0.282,-7.987,0.031,0.714,Pickin' On Series,Float On,https://p.scdn.co/mp3-preview/4ade6f684ae5b4353708ffa50e3e3a6dcf752e65?cid=5ec0c1e4fb5642debb818e2be13bd1e4
379,bluegrass,130.0,4,1,0.985,0.631,0.289,0.114,0.215,-16.549,0.0316,0.867,Bill Monroe & His Blue Grass Boys,Toy Heart,https://p.scdn.co/mp3-preview/180af17760e7d4ac7b3c8759f095584fd29d95c1?cid=5ec0c1e4fb5642debb818e2be13bd1e4
380,bluegrass,133.0,4,1,0.411,0.526,0.389,0.0,0.0957,-7.527,0.0362,0.41,The Avett Brothers,I Would Be Sad,
381,bluegrass,170.0,4,1,0.788,0.402,0.32,0.000274,0.134,-10.919,0.0433,0.291,Alison Krauss & Union Station,Let Me Touch You For Awhile,
382,bluegrass,128.0,4,1,0.933,0.349,0.556,0.915,0.114,-14.956,0.0391,0.685,Chris Thile,The Eleventh Reel,
383,bluegrass,84.0,4,1,0.837,0.673,0.122,0.000108,0.115,-16.406,0.0344,0.35,Punch Brothers,Alex,https://p.scdn.co/mp3-preview/afbeb97f370e4a8bce563d7a2b33c89cd2f7bf77?cid=5ec0c1e4fb5642debb818e2be13bd1e4
384,bluegrass,180.0,4,1,0.309,0.509,0.725,0.0,0.169,-7.665,0.0356,0.702,Nickel Creek,This Side,
385,bluegrass,132.0,4,0,0.138,0.677,0.551,0.00033,0.0997,-8.634,0.0316,0.798,Pickin' On Series,This Is a Call,https://p.scdn.co/mp3-preview/02793745fcec33237b4950e532807728e957e5a2?cid=5ec0c1e4fb5642debb818e2be13bd1e4
386,bluegrass,84.0,4,1,0.891,0.291,0.0693,0.229,0.111,-19.172,0.0319,0.168,Trampled by Turtles,Beautiful,https://p.scdn.co/mp3-preview/6bf3aadd11f1c9c9dececbb0333aaad746460cf8?cid=5ec0c1e4fb5642debb818e2be13bd1e4
387,bluegrass,110.0,4,0,0.291,0.651,0.798,2.18e-05,0.0556,-8.694,0.0286,0.895,New Grass Revival,Love Someone Like Me,
388,bluegrass,95.0,4,1,0.834,0.761,0.175,0.574,0.112,-17.628,0.0355,0.233,Yonder Mountain String Band,Isolate,
389,bluegrass,166.0,4,0,0.378,0.357,0.678,0.921,0.284,-9.647,0.0472,0.96,Bill Monroe & His Blue Grass Boys,Raw Hide,https://p.scdn.co/mp3-preview/1ada645c652bdf14e91aa4fd5fdb4ea0a0e3a044?cid=5ec0c1e4fb5642debb818e2be13bd1e4
390,bluegrass,121.0,4,1,0.286,0.618,0.686,0.000601,0.177,-6.377,0.0294,0.913,Patty Loveless,Big Chance,https://p.scdn.co/mp3-preview/f35e945aa1f946924ee802a586a7bda6fdb9b2b5?cid=5ec0c1e4fb5642debb818e2be13bd1e4
391,bluegrass,175.0,4,0,0.45,0.32,0.723,0.0166,0.131,-6.164,0.0617,0.58,The Steeldrivers,Ghosts Of Mississippi,
392,bluegrass,131.0,4,1,0.419,0.645,0.576,0.0,0.0815,-5.283,0.0292,0.413,The Infamous Stringdusters,In God's Country,
